Linha 472 |claim_uid: 3oihkb |cord_uid: vlhbe3bt |title: Senior_medical_students_as_assistants_in_medicine_in_COVID-19_crisis:_a_realist_evaluation_protocol |doi: 10.1136/bmjopen-2020-045822 |numerical_claims: As_more_'lines_of_enquiry'_27_are_identified,_for_example,_through_interviews_with_key_stakeholders_who_have_been_involved_in_initiating_and_developing_the_Assistant_in_Medicine_programme,_these_will_be_followed_up_and_further_literature_searches_will_be_conducted_(dovetailing_onto_our_realist_synthesis). |publish_time: 06/09/2021 |authors: Monrouxe,_Lynn_V,_Hockey,_Peter,_Khanna,_Priya,_Klinner,_Christiane,_Mogensen,_Lise,_O'Mara,_D_A,_Roach,_Abbey,_Tobin,_Stephen,_Davids,_Jennifer_Ann |journal: BMJ_Open |country: Australia |institution: University_of_Sydney
Linha 358 |claim_uid: 1nmfeg |cord_uid: l0oe3gs2 |title: Bibliometric_analysis_of_mental_health_during_the_COVID-19_pandemic |doi: 10.1016/j.ajp.2021.102846 |numerical_claims: Outbreak-related_mental_health_articles_were_published_in_363_different_journals,_and_the_top_10_most_productive_journals_published_23.76%_of_all_publications. |publish_time: 08/09/2021 |authors: Chen,_Ying,_Zhang,_Xiaojun,_Chen,_Shixiang,_Zhang,_Yanwen,_Wang,_Yulu,_Lu,_Qi,_Zhao,_Yue |journal: Asian_J_Psychiatr |country: China |institution: Tianjin_Medical_University
Linha 576 |claim_uid: 2obacn |cord_uid: phlwhzke |title: Elevated_serum_ferritin_level_effectively_discriminates_severity_illness_and_liver_injury_of_coronavirus_disease_2019_pneumonia |doi: 10.1080/1354750x.2020.1861098 |numerical_claims: AUC_of_ROC_plot_for_ferritin_was_0.873_(95%_CI:_0.798-0.954),_larger_than_that_of_age_(0.697,_95%_CI:_0.567-0.828),_CRP_(0.730,_95%_CI:_0.602-0.859)_and_lymphocytes%_(LYM%,_0.717,_95%_CI:_0.586-0.847),_indicating_ferritin_possesses_a_considerable_diagnostic_value_for_severity_of_patients_on_admission. |publish_time: 10/02/2021 |authors: Cao,_Peng,_Wu,_Yuanjue,_Wu,_Sanlan,_Wu,_Tingting,_Zhang,_Qilin,_Zhang,_Rui,_Wang,_Zhao,_Zhang,_Yu |journal: Biomarkers_:_biochemical_indicators_of_exposure,_response,_and_susceptibility_to_chemicals |country: China |institution: Huazhong_University_of_Science_and_Technology
Linha 577 |claim_uid: 3fnihw |cord_uid: phlwhzke |title: Elevated_serum_ferritin_level_effectively_discriminates_severity_illness_and_liver_injury_of_coronavirus_disease_2019_pneumonia |doi: 10.1080/1354750x.2020.1861098 |numerical_claims: The_results_showed_that_AUC_of_ROC_plot_for_ferritin_was_0.752_(95%_CI:_0.644-0.861),_larger_than_that_of_age_(0.593,_95%_CI:_0.462-0.724),_CRP_(0.637,_95%_CI:_0.501-0.774)_and_NLR_(0.650,_95%_CI:_0.509-0.791),_indicating_ferritin_possesses_a_considerable_diagnostic_value_for_liver_injury_of_patients_on_admission. |publish_time: 10/02/2021 |authors: Cao,_Peng,_Wu,_Yuanjue,_Wu,_Sanlan,_Wu,_Tingting,_Zhang,_Qilin,_Zhang,_Rui,_Wang,_Zhao,_Zhang,_Yu |journal: Biomarkers_:_biochemical_indicators_of_exposure,_response,_and_susceptibility_to_chemicals |country: China |institution: Huazhong_University_of_Science_and_Technology
Linha 760 |claim_uid: 4bchia |cord_uid: zjcpx9cx |title: PEDV_infection_affects_the_expression_of_polyamine-related_genes_inhibiting_viral_proliferation |doi: 10.1016/j.virusres.2022.198708 |numerical_claims: PEDV_infection_mainly_causes_contact_acute_intestinal_diseases_in_swine,_including_typical_symptoms_of_watery_diarrhea,_vomiting_and_dehydration_in_newborn_piglets,_and_the_mortality_can_even_reach_100%. |publish_time: 11/02/2022 |authors: Xie,_Hangao,_Ai,_Qiangyun,_Tong,_Tiezhu,_Liao,_Ming,_Fan,_Huiying |journal: Virus_Res |country: China |institution: South_China_Agricultural_University
Linha 643 |claim_uid: 4amrni |cord_uid: 1qkhc5ch |title: Risk_factors_of_SARS-CoV-2_infection_in_healthcare_workers:_A_retrospective_study_of_a_nosocomial_outbreak |doi: 10.1016/j.sleepx.2020.100028 |numerical_claims: Hazard_ratios_(HRs)_and_95%_confidence_intervals_(CIs)_for_the_risk_of_COVID-19_that_are_associated_with_the_sleep_quality_and_working_pressure_were_calculated_by_Cox_proportional_hazards_regression_models,_with_adjustment_for_age,_gender,_and_medical_post_(if_necessary)_in_model_1,_while_HCWs'_exposure_status_to_the_COVID-19_index_patient_or_HCWs_diagnosed_with_COVID-19_were_additionally_adjusted_in_model_2. |publish_time: 14/10/2020 |authors: Wang,_Xuan,_Jiang,_Xiaobing,_Huang,_Qimin,_Wang,_Han,_Gurarie,_David,_Ndeffo-Mbah,_Martial,_Fan,_Fei,_Fu,_Peng,_Horn,_Mary_Ann,_Mondal,_Anirban,_King,_Charles,_Xu,_Shuai,_Zhao,_Hongyang,_Bai,_Yansen |journal: Sleep_medicine:_X |country: China |institution: Huazhong_University_of_Science_and_Technology
Linha 644 |claim_uid: 2omxjr |cord_uid: 1qkhc5ch |title: Risk_factors_of_SARS-CoV-2_infection_in_healthcare_workers:_A_retrospective_study_of_a_nosocomial_outbreak |doi: 10.1016/j.sleepx.2020.100028 |numerical_claims: Although_the_underlying_mechanism_for_these_associations_had_not_been_explored,_proper_sleep_is_at_the_first_line_of_defense_against_infections_that_had_been_reported_12,_since_sleep_deprivation_may_decrease_the_production_protective_cytokines_that_were_released_by_the_immune_system. |publish_time: 14/10/2020 |authors: Wang,_Xuan,_Jiang,_Xiaobing,_Huang,_Qimin,_Wang,_Han,_Gurarie,_David,_Ndeffo-Mbah,_Martial,_Fan,_Fei,_Fu,_Peng,_Horn,_Mary_Ann,_Mondal,_Anirban,_King,_Charles,_Xu,_Shuai,_Zhao,_Hongyang,_Bai,_Yansen |journal: Sleep_medicine:_X |country: China |institution: Huazhong_University_of_Science_and_Technology
Linha 315 |claim_uid: 5wmgja |cord_uid: 37hem7m5 |title: Integrating_PCR-free_amplification_and_synergistic_sensing_for_ultrasensitive_and_rapid_CRISPR/Cas12a-based_SARS-CoV-2_antigen_detection |doi: 10.1016/j.synbio.2021.09.007 |numerical_claims: When_detecting_Np,_we_observed_that_the_slope_of_the_fluorescence_intensity_was_linear_(R_2_>_0.99),_and_the_detection_range_was_6-381_fM_(Fig._2e,_f,_Fig._S8_)_with_a_LOD_of_3.48_fM_(approximately_42_copies/μL),_thus_indicating_that_the_introduction_of_clustered_multi-copy_Cas12a_triggering_dsDNA_indeed_boosted_the_signal. |publish_time: 15/09/2021 |authors: Zhao,_Xiangxiang,_Wang,_Zhengduo,_Yang,_Bowen,_Li,_Zilong,_Tong,_Yaojun,_Bi,_Yuhai,_Li,_Zhenghong,_Xia,_Xuekui,_Chen,_Xiangyin,_Zhang,_Lixin,_Wang,_Weishan,_Tan,_Gao-Yi |journal: Synth_Syst_Biotechnol |country: China |institution: East_China_University_of_Science_and_Technology_(ECUST)
Linha 316 |claim_uid: 5gjbci |cord_uid: 37hem7m5 |title: Integrating_PCR-free_amplification_and_synergistic_sensing_for_ultrasensitive_and_rapid_CRISPR/Cas12a-based_SARS-CoV-2_antigen_detection |doi: 10.1016/j.synbio.2021.09.007 |numerical_claims: As_expected,_the_response_signal_of_CaT-Smelor-Covid.v3_allowed_us_to_calculate_a_Hill_coefficient_of_approximately_1.5,_thus_indicating_positive_cooperativity. |publish_time: 15/09/2021 |authors: Zhao,_Xiangxiang,_Wang,_Zhengduo,_Yang,_Bowen,_Li,_Zilong,_Tong,_Yaojun,_Bi,_Yuhai,_Li,_Zhenghong,_Xia,_Xuekui,_Chen,_Xiangyin,_Zhang,_Lixin,_Wang,_Weishan,_Tan,_Gao-Yi |journal: Synth_Syst_Biotechnol |country: China |institution: East_China_University_of_Science_and_Technology_(ECUST)
Linha 317 |claim_uid: 5hbvfx |cord_uid: 37hem7m5 |title: Integrating_PCR-free_amplification_and_synergistic_sensing_for_ultrasensitive_and_rapid_CRISPR/Cas12a-based_SARS-CoV-2_antigen_detection |doi: 10.1016/j.synbio.2021.09.007 |numerical_claims: As_shown_in_Fig._4a,_as_few_as_two_copies/μL_SARS-CoV-2_could_be_efficiently_detected_(P_<_0.05). |publish_time: 15/09/2021 |authors: Zhao,_Xiangxiang,_Wang,_Zhengduo,_Yang,_Bowen,_Li,_Zilong,_Tong,_Yaojun,_Bi,_Yuhai,_Li,_Zhenghong,_Xia,_Xuekui,_Chen,_Xiangyin,_Zhang,_Lixin,_Wang,_Weishan,_Tan,_Gao-Yi |journal: Synth_Syst_Biotechnol |country: China |institution: East_China_University_of_Science_and_Technology_(ECUST)
Linha 318 |claim_uid: 3mxicp |cord_uid: 37hem7m5 |title: Integrating_PCR-free_amplification_and_synergistic_sensing_for_ultrasensitive_and_rapid_CRISPR/Cas12a-based_SARS-CoV-2_antigen_detection |doi: 10.1016/j.synbio.2021.09.007 |numerical_claims: In_addition,_our_rational_optimization_procedures_applied_to_the_CaT-Smelor_platform_successfully_boosted_the_signal_about_200-fold. |publish_time: 15/09/2021 |authors: Zhao,_Xiangxiang,_Wang,_Zhengduo,_Yang,_Bowen,_Li,_Zilong,_Tong,_Yaojun,_Bi,_Yuhai,_Li,_Zhenghong,_Xia,_Xuekui,_Chen,_Xiangyin,_Zhang,_Lixin,_Wang,_Weishan,_Tan,_Gao-Yi |journal: Synth_Syst_Biotechnol |country: China |institution: East_China_University_of_Science_and_Technology_(ECUST)
Linha 319 |claim_uid: 7zmjhu |cord_uid: 37hem7m5 |title: Integrating_PCR-free_amplification_and_synergistic_sensing_for_ultrasensitive_and_rapid_CRISPR/Cas12a-based_SARS-CoV-2_antigen_detection |doi: 10.1016/j.synbio.2021.09.007 |numerical_claims: Of_note,_when_the_trigger-dsDNA_copy_number_was_increased_from_one_(HyDNA)_to_10_(HyDNA10),_the_detection_sensitivity_also_linearly_increased_approximately_10-fold_(from_32_fM_to_3.48_fM). |publish_time: 15/09/2021 |authors: Zhao,_Xiangxiang,_Wang,_Zhengduo,_Yang,_Bowen,_Li,_Zilong,_Tong,_Yaojun,_Bi,_Yuhai,_Li,_Zhenghong,_Xia,_Xuekui,_Chen,_Xiangyin,_Zhang,_Lixin,_Wang,_Weishan,_Tan,_Gao-Yi |journal: Synth_Syst_Biotechnol |country: China |institution: East_China_University_of_Science_and_Technology_(ECUST)
Linha 320 |claim_uid: 4lunjr |cord_uid: 37hem7m5 |title: Integrating_PCR-free_amplification_and_synergistic_sensing_for_ultrasensitive_and_rapid_CRISPR/Cas12a-based_SARS-CoV-2_antigen_detection |doi: 10.1016/j.synbio.2021.09.007 |numerical_claims: According_the_response_curve,_the_Hill_coefficient_reached_1.52,_thus_indicating_a_positive_synergistic_effect_between_A48_and_A61. |publish_time: 15/09/2021 |authors: Zhao,_Xiangxiang,_Wang,_Zhengduo,_Yang,_Bowen,_Li,_Zilong,_Tong,_Yaojun,_Bi,_Yuhai,_Li,_Zhenghong,_Xia,_Xuekui,_Chen,_Xiangyin,_Zhang,_Lixin,_Wang,_Weishan,_Tan,_Gao-Yi |journal: Synth_Syst_Biotechnol |country: China |institution: East_China_University_of_Science_and_Technology_(ECUST)
Linha 168 |claim_uid: 8lumsw |cord_uid: 1eh4vrey |title: Persistent_white_matter_changes_in_recovered_COVID-19_patients_at_the_1-year_follow-up |doi: 10.1093/brain/awab435 |numerical_claims: "However,_the_DTI_and_DKI_models_are_both_based_on_the_""signal_2_representations""_approach,_which_lacks_specificity_and_can_only_provide_an_indirect_3_characterization_of_the_microstructure." |publish_time: 16/12/2021 |authors: Huang,_Sihong,_Zhou,_Zhiguo,_Yang,_Danhui,_Zhao,_Wei,_Zeng,_Mu,_Xie,_Xingzhi,_Du,_Yanyao,_Jiang,_Yingjia,_Zhou,_Xianglin,_Yang,_Wenhan,_Guo,_Hu,_Sun,_Hui,_Liu,_Ping,_Liu,_Jiyang,_Luo,_Hong,_Liu,_Jun |journal: Brain |country: China |institution: Central_South_University
Linha 169 |claim_uid: 1afrht |cord_uid: 1eh4vrey |title: Persistent_white_matter_changes_in_recovered_COVID-19_patients_at_the_1-year_follow-up |doi: 10.1093/brain/awab435 |numerical_claims: "Neurite_orientation_dispersion_and_density_imaging_4_(NODDI),_based_on_the_""tissue_model"",_is_a_more_advanced_multicompartment_diffusion_5_model." |publish_time: 16/12/2021 |authors: Huang,_Sihong,_Zhou,_Zhiguo,_Yang,_Danhui,_Zhao,_Wei,_Zeng,_Mu,_Xie,_Xingzhi,_Du,_Yanyao,_Jiang,_Yingjia,_Zhou,_Xianglin,_Yang,_Wenhan,_Guo,_Hu,_Sun,_Hui,_Liu,_Ping,_Liu,_Jiyang,_Luo,_Hong,_Liu,_Jun |journal: Brain |country: China |institution: Central_South_University
Linha 170 |claim_uid: 2ftneb |cord_uid: 1eh4vrey |title: Persistent_white_matter_changes_in_recovered_COVID-19_patients_at_the_1-year_follow-up |doi: 10.1093/brain/awab435 |numerical_claims: NODDI_can_directly_measure_properties_in_three_microstructural_environments,_namely,_intracellular,_extracellular,_and_free_water_environments,_which_makes_it_possible_to_7_estimate_biologically_relevant_parameters. |publish_time: 16/12/2021 |authors: Huang,_Sihong,_Zhou,_Zhiguo,_Yang,_Danhui,_Zhao,_Wei,_Zeng,_Mu,_Xie,_Xingzhi,_Du,_Yanyao,_Jiang,_Yingjia,_Zhou,_Xianglin,_Yang,_Wenhan,_Guo,_Hu,_Sun,_Hui,_Liu,_Ping,_Liu,_Jiyang,_Luo,_Hong,_Liu,_Jun |journal: Brain |country: China |institution: Central_South_University
Linha 171 |claim_uid: 2vtnwz |cord_uid: 1eh4vrey |title: Persistent_white_matter_changes_in_recovered_COVID-19_patients_at_the_1-year_follow-up |doi: 10.1093/brain/awab435 |numerical_claims: Several_studies_have_reported_WM_changes_in_8_recovered_COVID-19_patients,_indicating_that_these_patients_present_with_persistent_WM_9_abnormalities. |publish_time: 16/12/2021 |authors: Huang,_Sihong,_Zhou,_Zhiguo,_Yang,_Danhui,_Zhao,_Wei,_Zeng,_Mu,_Xie,_Xingzhi,_Du,_Yanyao,_Jiang,_Yingjia,_Zhou,_Xianglin,_Yang,_Wenhan,_Guo,_Hu,_Sun,_Hui,_Liu,_Ping,_Liu,_Jiyang,_Luo,_Hong,_Liu,_Jun |journal: Brain |country: China |institution: Central_South_University
Linha 172 |claim_uid: 5iwmau |cord_uid: 1eh4vrey |title: Persistent_white_matter_changes_in_recovered_COVID-19_patients_at_the_1-year_follow-up |doi: 10.1093/brain/awab435 |numerical_claims: Although_WM_is_not_the_key_target_of_neurotropic_viruses,_these_connecting_fibers_could_act_as_16_channels_for_intracranial_viral_transmission. |publish_time: 16/12/2021 |authors: Huang,_Sihong,_Zhou,_Zhiguo,_Yang,_Danhui,_Zhao,_Wei,_Zeng,_Mu,_Xie,_Xingzhi,_Du,_Yanyao,_Jiang,_Yingjia,_Zhou,_Xianglin,_Yang,_Wenhan,_Guo,_Hu,_Sun,_Hui,_Liu,_Ping,_Liu,_Jiyang,_Luo,_Hong,_Liu,_Jun |journal: Brain |country: China |institution: Central_South_University
Linha 173 |claim_uid: 2ztghs |cord_uid: 1eh4vrey |title: Persistent_white_matter_changes_in_recovered_COVID-19_patients_at_the_1-year_follow-up |doi: 10.1093/brain/awab435 |numerical_claims: At_the_same_time,_the_significant_brain_voxels_were_primarily_anterior_brain_regions,_3_which_may_be_related_to_the_high_density_of_ACE2_in_the_frontal_cortex. |publish_time: 16/12/2021 |authors: Huang,_Sihong,_Zhou,_Zhiguo,_Yang,_Danhui,_Zhao,_Wei,_Zeng,_Mu,_Xie,_Xingzhi,_Du,_Yanyao,_Jiang,_Yingjia,_Zhou,_Xianglin,_Yang,_Wenhan,_Guo,_Hu,_Sun,_Hui,_Liu,_Ping,_Liu,_Jiyang,_Luo,_Hong,_Liu,_Jun |journal: Brain |country: China |institution: Central_South_University
Linha 174 |claim_uid: 8qiuvo |cord_uid: 1eh4vrey |title: Persistent_white_matter_changes_in_recovered_COVID-19_patients_at_the_1-year_follow-up |doi: 10.1093/brain/awab435 |numerical_claims: In_accordance_with_previous_studies,_our_patients_may_undergo_a_process_of_6_cognitive_decline_and_recovery. |publish_time: 16/12/2021 |authors: Huang,_Sihong,_Zhou,_Zhiguo,_Yang,_Danhui,_Zhao,_Wei,_Zeng,_Mu,_Xie,_Xingzhi,_Du,_Yanyao,_Jiang,_Yingjia,_Zhou,_Xianglin,_Yang,_Wenhan,_Guo,_Hu,_Sun,_Hui,_Liu,_Ping,_Liu,_Jiyang,_Luo,_Hong,_Liu,_Jun |journal: Brain |country: China |institution: Central_South_University
Linha 175 |claim_uid: 6armkl |cord_uid: 1eh4vrey |title: Persistent_white_matter_changes_in_recovered_COVID-19_patients_at_the_1-year_follow-up |doi: 10.1093/brain/awab435 |numerical_claims: If_baseline_and_short-term_follow-up_cognitive_function_can_be_7_obtained,_this_conjecture_can_be_better_supported,_but_to_date_we_have_been_unable_to_obtain_8_baseline_or_short-term_neuropsychological_test_data. |publish_time: 16/12/2021 |authors: Huang,_Sihong,_Zhou,_Zhiguo,_Yang,_Danhui,_Zhao,_Wei,_Zeng,_Mu,_Xie,_Xingzhi,_Du,_Yanyao,_Jiang,_Yingjia,_Zhou,_Xianglin,_Yang,_Wenhan,_Guo,_Hu,_Sun,_Hui,_Liu,_Ping,_Liu,_Jiyang,_Luo,_Hong,_Liu,_Jun |journal: Brain |country: China |institution: Central_South_University
Linha 176 |claim_uid: 6cefmo |cord_uid: 1eh4vrey |title: Persistent_white_matter_changes_in_recovered_COVID-19_patients_at_the_1-year_follow-up |doi: 10.1093/brain/awab435 |numerical_claims: However,_12_only_two_patients_in_our_study_had_COVID-19_complications,_which_may_be_the_reason_why_we_13_obtained_negative_results. |publish_time: 16/12/2021 |authors: Huang,_Sihong,_Zhou,_Zhiguo,_Yang,_Danhui,_Zhao,_Wei,_Zeng,_Mu,_Xie,_Xingzhi,_Du,_Yanyao,_Jiang,_Yingjia,_Zhou,_Xianglin,_Yang,_Wenhan,_Guo,_Hu,_Sun,_Hui,_Liu,_Ping,_Liu,_Jiyang,_Luo,_Hong,_Liu,_Jun |journal: Brain |country: China |institution: Central_South_University
Linha 177 |claim_uid: 2awpzu |cord_uid: 1eh4vrey |title: Persistent_white_matter_changes_in_recovered_COVID-19_patients_at_the_1-year_follow-up |doi: 10.1093/brain/awab435 |numerical_claims: However,_more_patients_and_HCs_should_7_be_recruited_in_future_studies_to_test_and_clarify_the_results_of_the_present_research. |publish_time: 16/12/2021 |authors: Huang,_Sihong,_Zhou,_Zhiguo,_Yang,_Danhui,_Zhao,_Wei,_Zeng,_Mu,_Xie,_Xingzhi,_Du,_Yanyao,_Jiang,_Yingjia,_Zhou,_Xianglin,_Yang,_Wenhan,_Guo,_Hu,_Sun,_Hui,_Liu,_Ping,_Liu,_Jiyang,_Luo,_Hong,_Liu,_Jun |journal: Brain |country: China |institution: Central_South_University
Linha 178 |claim_uid: 8rtnef |cord_uid: 1eh4vrey |title: Persistent_white_matter_changes_in_recovered_COVID-19_patients_at_the_1-year_follow-up |doi: 10.1093/brain/awab435 |numerical_claims: Third,_WM_12_hyperintensity_is_a_common_condition_in_elderly_individuals,_38_but_moderate-severe_WM_13_hyperintensity_could_influence_white_matter_integrity. |publish_time: 16/12/2021 |authors: Huang,_Sihong,_Zhou,_Zhiguo,_Yang,_Danhui,_Zhao,_Wei,_Zeng,_Mu,_Xie,_Xingzhi,_Du,_Yanyao,_Jiang,_Yingjia,_Zhou,_Xianglin,_Yang,_Wenhan,_Guo,_Hu,_Sun,_Hui,_Liu,_Ping,_Liu,_Jiyang,_Luo,_Hong,_Liu,_Jun |journal: Brain |country: China |institution: Central_South_University
Linha 179 |claim_uid: 3pvawx |cord_uid: 1eh4vrey |title: Persistent_white_matter_changes_in_recovered_COVID-19_patients_at_the_1-year_follow-up |doi: 10.1093/brain/awab435 |numerical_claims: We_will_attempt_to_include_17_more_subjects_to_overcome_this_limitation. |publish_time: 16/12/2021 |authors: Huang,_Sihong,_Zhou,_Zhiguo,_Yang,_Danhui,_Zhao,_Wei,_Zeng,_Mu,_Xie,_Xingzhi,_Du,_Yanyao,_Jiang,_Yingjia,_Zhou,_Xianglin,_Yang,_Wenhan,_Guo,_Hu,_Sun,_Hui,_Liu,_Ping,_Liu,_Jiyang,_Luo,_Hong,_Liu,_Jun |journal: Brain |country: China |institution: Central_South_University
Linha 443 |claim_uid: 3mzsvf |cord_uid: m8vmdc0e |title: Research_on_Optimization_of_Healthcare_Waste_Management_System_Based_on_Green_Governance_Principle_in_the_COVID-19_Pandemic |doi: 10.3390/ijerph18105316 |numerical_claims: According_to_a_study,_the_SARS-COV-2_virus_has_strong_survivability_and_can_survive_on_surface_materials_(such_as,_metal,_plastic,_and_glass)_for_up_to_9_days,_so_it_is_necessary_to_attach_great_importance_to_the_timely_disposal_of_medical_waste_to_reduce_the_possibility_of_infection. |publish_time: 17/05/2021 |authors: Liu,_Ziyuan,_Liu,_Tianle,_Liu,_Xingdong,_Wei,_Aijing,_Wang,_Xiaoxue,_Yin,_Ying,_Li,_You |journal: Int_J_Environ_Res_Public_Health |country: China |institution: China_University_of_Geosciences
Linha 444 |claim_uid: 8vjkid |cord_uid: m8vmdc0e |title: Research_on_Optimization_of_Healthcare_Waste_Management_System_Based_on_Green_Governance_Principle_in_the_COVID-19_Pandemic |doi: 10.3390/ijerph18105316 |numerical_claims: Therefore,_we_considered_the_algorithm_location_results_and_established_a_buffer_zone_of_4_square_kilometers_(which_can_be_regarded_as_a_fault-tolerant_zone). |publish_time: 17/05/2021 |authors: Liu,_Ziyuan,_Liu,_Tianle,_Liu,_Xingdong,_Wei,_Aijing,_Wang,_Xiaoxue,_Yin,_Ying,_Li,_You |journal: Int_J_Environ_Res_Public_Health |country: China |institution: China_University_of_Geosciences
Linha 766 |claim_uid: 6scwun |cord_uid: 8ne908me |title: TRIM28_regulates_SARS-CoV-2_cell_entry_by_targeting_ACE2 |doi: 10.1016/j.cellsig.2021.110064 |numerical_claims: However,_Z-AAD-CMK,_a_granzyme_B_inhibitor,_can_partially_reverse_the_inhibition_and_promotion_effects_of_NK-92_cells_on_TRIM28_and_ACE2_expression_of_A549_cells,_respectively_(Fig._2G_). |publish_time: 17/06/2021 |authors: Wang,_Yinfang,_Fan,_Yingzhe,_Huang,_Yitong,_Du,_Tao,_Liu,_Zongjun,_Huang,_Dekui,_Wang,_Ying,_Wang,_Nanping,_Zhang,_Peng |journal: Cell_Signal |country: China |institution: Shanghai_University_of_Traditional_Chinese_Medicine
Linha 767 |claim_uid: 8wkacr |cord_uid: 8ne908me |title: TRIM28_regulates_SARS-CoV-2_cell_entry_by_targeting_ACE2 |doi: 10.1016/j.cellsig.2021.110064 |numerical_claims: We_next_determined_whether_TRIM28_directly_affect_ACE2_transcription_and_demonstrated_that_TRIM28_knockdown_can_induce_the_promoter_activity_of_reporter_containing_a_fragment_2041_to_+100_bp,_whereas_has_little_effect_on_the_activity_of_950_to_+100_bp_reporter_in_A549_cells_(Fig._5A). |publish_time: 17/06/2021 |authors: Wang,_Yinfang,_Fan,_Yingzhe,_Huang,_Yitong,_Du,_Tao,_Liu,_Zongjun,_Huang,_Dekui,_Wang,_Ying,_Wang,_Nanping,_Zhang,_Peng |journal: Cell_Signal |country: China |institution: Shanghai_University_of_Traditional_Chinese_Medicine
Linha 768 |claim_uid: 5pmcqb |cord_uid: 8ne908me |title: TRIM28_regulates_SARS-CoV-2_cell_entry_by_targeting_ACE2 |doi: 10.1016/j.cellsig.2021.110064 |numerical_claims: Tripartite_motif_containing_28_(TRIM28)_is_known_to_be_involved_in_multiple_processes_including_antiviral_restriction,_endogenous_retrovirus_latency_and_immune_response,_it_is_recently_reported_to_be_co-expressed_with_SARS-CoV-2_receptor_in_type_II_pneumocytes,_however,_the_roles_of_TRIM28_in_ACE2_expression_and_SARS-CoV-2_cell_entry_remain_unclear. |publish_time: 17/06/2021 |authors: Wang,_Yinfang,_Fan,_Yingzhe,_Huang,_Yitong,_Du,_Tao,_Liu,_Zongjun,_Huang,_Dekui,_Wang,_Ying,_Wang,_Nanping,_Zhang,_Peng |journal: Cell_Signal |country: China |institution: Shanghai_University_of_Traditional_Chinese_Medicine
